Region	Activity	lower_frequency	upper_frequency	Category	Service	Footnotes
US	Non-Federal-Government	77500000000	78000000000	s	Radio Astronomy	
US	Non-Federal-Government	77500000000	78000000000	s	Space Research (space-to-Earth)	
US	Non-Federal-Government	78000000000	79000000000		-	5.560,US342
US	Non-Federal-Government	78000000000	79000000000	s	Amateur	
US	Non-Federal-Government	78000000000	79000000000	s	Amateur-Satellite	
US	Non-Federal-Government	78000000000	79000000000	p	Radio Astronomy	
US	Non-Federal-Government	78000000000	79000000000	p	Radiolocation	
US	Non-Federal-Government	78000000000	79000000000	s	Space Research (space-to-Earth)	
US	Non-Federal-Government	79000000000	81000000000		-	US342
US	Non-Federal-Government	79000000000	81000000000	s	Amateur	
US	Non-Federal-Government	79000000000	81000000000	s	Amateur-Satellite	
US	Non-Federal-Government	79000000000	81000000000	p	Radio Astronomy	
US	Non-Federal-Government	79000000000	81000000000	p	Radiolocation	
US	Non-Federal-Government	79000000000	81000000000	s	Space Research (space-to-Earth)	
US	Non-Federal-Government	81000000000	84000000000		-	US342,US388,US389
US	Non-Federal-Government	81000000000	84000000000	p	Fixed	
US	Non-Federal-Government	81000000000	84000000000	p	Fixed-Satellite (Earth-to-space) 	US297
US	Non-Federal-Government	81000000000	84000000000	p	Mobile	
US	Non-Federal-Government	81000000000	84000000000	p	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	81000000000	84000000000	p	Radio Astronomy	
US	Non-Federal-Government	81000000000	84000000000	s	Space Research (space-to-Earth)	
US	Non-Federal-Government	84000000000	86000000000		-	US342,US388,US389
US	Non-Federal-Government	84000000000	86000000000	p	Fixed	
US	Non-Federal-Government	84000000000	86000000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	84000000000	86000000000	p	Mobile	
US	Non-Federal-Government	84000000000	86000000000	p	Radio Astronomy	
US	Non-Federal-Government	86000000000	92000000000		-	US246
US	Non-Federal-Government	86000000000	92000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	86000000000	92000000000	p	Radio Astronomy	US74
US	Non-Federal-Government	86000000000	92000000000	p	Space Research (passive)	
US	Non-Federal-Government	92000000000	94000000000		-	US342,US388
US	Non-Federal-Government	92000000000	94000000000	p	Fixed	
US	Non-Federal-Government	92000000000	94000000000	p	Mobile	
US	Non-Federal-Government	92000000000	94000000000	p	Radio Astronomy	
US	Non-Federal-Government	92000000000	94000000000	p	Radiolocation	
US	Non-Federal-Government	94000000000	94100000000		-	5.562A
US	Non-Federal-Government	94000000000	94100000000	s	Radio Astronomy	
US	Non-Federal-Government	94000000000	94100000000	p	Radiolocation	
US	Non-Federal-Government	94100000000	95000000000		-	US342,US388
US	Non-Federal-Government	94100000000	95000000000	p	Fixed	
US	Non-Federal-Government	94100000000	95000000000	p	Mobile	
US	Non-Federal-Government	94100000000	95000000000	p	Radio Astronomy	
US	Non-Federal-Government	94100000000	95000000000	p	Radiolocation	
US	Non-Federal-Government	95000000000	100000000000		-	5.554,US342
US	Non-Federal-Government	95000000000	100000000000	p	Fixed	
US	Non-Federal-Government	95000000000	100000000000	p	Mobile	
US	Non-Federal-Government	95000000000	100000000000	p	Radio Astronomy	
US	Non-Federal-Government	95000000000	100000000000	p	Radiolocation	
US	Non-Federal-Government	95000000000	100000000000	p	Radionavigation	
US	Non-Federal-Government	95000000000	100000000000	p	Radionavigation-Satellite	
US	Non-Federal-Government	100000000000	102000000000		-	5.341,US246
US	Non-Federal-Government	100000000000	102000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	100000000000	102000000000	p	Radio Astronomy	US74
US	Non-Federal-Government	100000000000	102000000000	p	Space Research (passive)	
US	Non-Federal-Government	102000000000	105000000000		-	5.341,US342
US	Non-Federal-Government	102000000000	105000000000	p	Fixed	
US	Non-Federal-Government	102000000000	105000000000	p	Mobile	
US	Non-Federal-Government	102000000000	105000000000	p	Radio Astronomy	
US	Non-Federal-Government	105000000000	109500000000		-	5.341,US342
US	Non-Federal-Government	105000000000	109500000000	p	Fixed	
US	Non-Federal-Government	105000000000	109500000000	p	Mobile	
US	Non-Federal-Government	105000000000	109500000000	p	Radio Astronomy	
US	Non-Federal-Government	105000000000	109500000000	p	Space Research (passive) 	5.562B
US	Non-Federal-Government	109500000000	111800000000		-	5.341,US246
US	Non-Federal-Government	109500000000	111800000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	109500000000	111800000000	p	Radio Astronomy	US74
US	Non-Federal-Government	109500000000	111800000000	p	Space Research (passive)	
US	Non-Federal-Government	111800000000	114250000000		-	5.341,US342
US	Non-Federal-Government	111800000000	114250000000	p	Fixed	
US	Non-Federal-Government	111800000000	114250000000	p	Mobile	
US	Non-Federal-Government	111800000000	114250000000	p	Radio Astronomy	
US	Non-Federal-Government	111800000000	114250000000	p	Space Research (passive) 	5.562B
US	Non-Federal-Government	114250000000	116000000000		-	5.341,US246
US	Non-Federal-Government	114250000000	116000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	114250000000	116000000000	p	Radio Astronomy	US74
US	Non-Federal-Government	114250000000	116000000000	p	Space Research (passive)	
US	Non-Federal-Government	116000000000	122250000000		-	5.138,5.341,US211
US	Non-Federal-Government	116000000000	122250000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	116000000000	122250000000	p	Inter-Satellite	5.562C
US	Non-Federal-Government	116000000000	122250000000	p	Space Research (passive)	
US	Non-Federal-Government	122250000000	123000000000		-	5.138
US	Non-Federal-Government	122250000000	123000000000	s	Amateur	
US	Non-Federal-Government	122250000000	123000000000	p	Fixed	
US	Non-Federal-Government	122250000000	123000000000	p	Inter-Satellite	
US	Non-Federal-Government	122250000000	123000000000	p	Mobile	5.558
US	Non-Federal-Government	123000000000	130000000000		-	5.554,US211,US342
US	Non-Federal-Government	123000000000	130000000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	123000000000	130000000000	p	Mobile-Satellite (space-to-Earth)	
US	Non-Federal-Government	123000000000	130000000000	s	Radio Astronomy	
US	Non-Federal-Government	123000000000	130000000000	p	Radionavigation	
US	Non-Federal-Government	123000000000	130000000000	p	Radionavigation-Satellite	
US	Non-Federal-Government	130000000000	134000000000		-	5.562A,US342
US	Non-Federal-Government	130000000000	134000000000	p	Earth Exploration-Satellite (active) 	5.562E
US	Non-Federal-Government	130000000000	134000000000	p	Fixed	
US	Non-Federal-Government	130000000000	134000000000	p	Inter-Satellite	
US	Non-Federal-Government	130000000000	134000000000	p	Mobile	5.558
US	Non-Federal-Government	130000000000	134000000000	p	Radio Astronomy	
US	Non-Federal-Government	134000000000	136000000000	p	Amateur	
US	Non-Federal-Government	134000000000	136000000000	p	Amateur-Satellite	
US	Non-Federal-Government	134000000000	136000000000	s	Radio Astronomy	
US	Non-Federal-Government	136000000000	141000000000		-	US342
US	Non-Federal-Government	136000000000	141000000000	s	Amateur	
US	Non-Federal-Government	136000000000	141000000000	s	Amateur-Satellite	
US	Non-Federal-Government	136000000000	141000000000	p	Radio Astronomy	
US	Non-Federal-Government	136000000000	141000000000	p	Radiolocation	
US	Non-Federal-Government	141000000000	148500000000		-	US342
US	Non-Federal-Government	141000000000	148500000000	p	Fixed	
US	Non-Federal-Government	141000000000	148500000000	p	Mobile	
US	Non-Federal-Government	141000000000	148500000000	p	Radio Astronomy	
US	Non-Federal-Government	141000000000	148500000000	p	Radiolocation	
US	Non-Federal-Government	148500000000	151500000000		-	US246
US	Non-Federal-Government	148500000000	151500000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	148500000000	151500000000	p	Radio Astronomy	US74
US	Non-Federal-Government	148500000000	151500000000	p	Space Research (passive)	
US	Non-Federal-Government	151500000000	155500000000		-	US342
US	Non-Federal-Government	151500000000	155500000000	p	Fixed	
US	Non-Federal-Government	151500000000	155500000000	p	Mobile	
US	Non-Federal-Government	151500000000	155500000000	p	Radio Astronomy	
US	Non-Federal-Government	151500000000	155500000000	p	Radiolocation	
US	Non-Federal-Government	155500000000	158500000000		-	5.562F,5.562G,US342
US	Non-Federal-Government	155500000000	158500000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	155500000000	158500000000	p	Fixed	
US	Non-Federal-Government	155500000000	158500000000	p	Mobile	
US	Non-Federal-Government	155500000000	158500000000	p	Radio Astronomy	
US	Non-Federal-Government	155500000000	158500000000	p	Space Research (passive) 	5.562B
US	Non-Federal-Government	158500000000	164000000000		-	US211
US	Non-Federal-Government	158500000000	164000000000	p	Fixed	
US	Non-Federal-Government	158500000000	164000000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	158500000000	164000000000	p	Mobile	
US	Non-Federal-Government	158500000000	164000000000	p	Mobile-Satellite (space-to-Earth)	
US	Non-Federal-Government	164000000000	167000000000		-	US246
US	Non-Federal-Government	164000000000	167000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	164000000000	167000000000	p	Radio Astronomy	US74
US	Non-Federal-Government	164000000000	167000000000	p	Space Research (passive)	
US	Non-Federal-Government	167000000000	174500000000		-	US211,US342
US	Non-Federal-Government	167000000000	174500000000	p	Fixed	
US	Non-Federal-Government	167000000000	174500000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	167000000000	174500000000	p	Inter-Satellite	
US	Non-Federal-Government	167000000000	174500000000	p	Mobile	5.558
US	Non-Federal-Government	174500000000	174800000000	p	Fixed	
US	Non-Federal-Government	174500000000	174800000000	p	Inter-Satellite	
US	Non-Federal-Government	174500000000	174800000000	p	Mobile	5.558
US	Non-Federal-Government	174800000000	182000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	174800000000	182000000000	p	Inter-Satellite	5.562H
US	Non-Federal-Government	174800000000	182000000000	p	Space Research (passive)	
US	Non-Federal-Government	182000000000	185000000000		-	US246
US	Non-Federal-Government	182000000000	185000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	182000000000	185000000000	p	Radio Astronomy	
US	Non-Federal-Government	182000000000	185000000000	p	Space Research (passive)	
US	Non-Federal-Government	185000000000	190000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	185000000000	190000000000	p	Inter-Satellite	5.562H
US	Non-Federal-Government	185000000000	190000000000	p	Space Research (passive)	
US	Non-Federal-Government	190000000000	191800000000		-	US246
US	Non-Federal-Government	190000000000	191800000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	190000000000	191800000000	p	Space Research (passive)	
US	Non-Federal-Government	191800000000	200000000000		-	5.341,5.554,US211,US342
US	Non-Federal-Government	191800000000	200000000000	p	Fixed	
US	Non-Federal-Government	191800000000	200000000000	p	Inter-Satellite	
US	Non-Federal-Government	191800000000	200000000000	p	Mobile	5.558
US	Non-Federal-Government	191800000000	200000000000	p	Mobile-Satellite	
US	Non-Federal-Government	191800000000	200000000000	p	Radionavigation	
US	Non-Federal-Government	191800000000	200000000000	p	Radionavigation-Satellite	
US	Non-Federal-Government	200000000000	209000000000		-	5.341,5.563A,US246
US	Non-Federal-Government	200000000000	209000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	200000000000	209000000000	p	Radio Astronomy	US74
US	Non-Federal-Government	200000000000	209000000000	p	Space Research (passive)	
US	Non-Federal-Government	209000000000	217000000000		-	5.341,5.342
US	Non-Federal-Government	209000000000	217000000000	p	Fixed	
US	Non-Federal-Government	209000000000	217000000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	209000000000	217000000000	p	Mobile	
US	Non-Federal-Government	209000000000	217000000000	p	Radio Astronomy	
US	Non-Federal-Government	217000000000	226000000000		-	5.341,US342
US	Non-Federal-Government	217000000000	226000000000	p	Fixed	
US	Non-Federal-Government	217000000000	226000000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	217000000000	226000000000	p	Mobile	
US	Non-Federal-Government	217000000000	226000000000	p	Radio Astronomy	
US	Non-Federal-Government	217000000000	226000000000	p	Space Research (passive) 	5.562B
US	Non-Federal-Government	226000000000	231500000000		-	US246
US	Non-Federal-Government	226000000000	231500000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	226000000000	231500000000	p	Radio Astronomy	
US	Non-Federal-Government	226000000000	231500000000	p	Space Research (passive)	
US	Non-Federal-Government	231500000000	232000000000	p	Fixed	
US	Non-Federal-Government	231500000000	232000000000	p	Mobile	
US	Non-Federal-Government	231500000000	232000000000	s	Radiolocation	
US	Non-Federal-Government	232000000000	235000000000	p	Fixed	
US	Non-Federal-Government	232000000000	235000000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	232000000000	235000000000	p	Mobile	
US	Non-Federal-Government	232000000000	235000000000	s	Radiolocation	
US	Non-Federal-Government	235000000000	238000000000		-	5.563A,5.563B
US	Non-Federal-Government	235000000000	238000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	235000000000	238000000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	235000000000	238000000000	p	Space Research (passive)	
US	Non-Federal-Government	238000000000	240000000000	p	Fixed	
US	Non-Federal-Government	238000000000	240000000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	238000000000	240000000000	p	Mobile	
US	Non-Federal-Government	238000000000	240000000000	p	Radiolocation	
US	Non-Federal-Government	238000000000	240000000000	p	Radionavigation	
US	Non-Federal-Government	238000000000	240000000000	p	Radionavigation-Satellite	
US	Non-Federal-Government	240000000000	241000000000	p	Fixed	
US	Non-Federal-Government	240000000000	241000000000	p	Mobile	
US	Non-Federal-Government	240000000000	241000000000	p	Radiolocation	
US	Non-Federal-Government	241000000000	248000000000		-	5.138,US342
US	Non-Federal-Government	241000000000	248000000000	s	Amateur	
US	Non-Federal-Government	241000000000	248000000000	s	Amateur-Satellite	
US	Non-Federal-Government	241000000000	248000000000	p	Radio Astronomy	
US	Non-Federal-Government	241000000000	248000000000	p	Radiolocation	
US	Non-Federal-Government	248000000000	250000000000		-	US342
US	Non-Federal-Government	248000000000	250000000000	p	Amateur	
US	Non-Federal-Government	248000000000	250000000000	p	Amateur-Satellite	
US	Non-Federal-Government	248000000000	250000000000	s	Radio Astronomy	
US	Non-Federal-Government	250000000000	252000000000		-	5.563A,US246
US	Non-Federal-Government	250000000000	252000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	250000000000	252000000000	p	Radio Astronomy	US74
US	Non-Federal-Government	250000000000	252000000000	p	Space Research (passive)	
US	Non-Federal-Government	252000000000	265000000000		-	5.554,US211,US342
US	Non-Federal-Government	252000000000	265000000000	p	Fixed	
US	Non-Federal-Government	252000000000	265000000000	p	Mobile	
US	Non-Federal-Government	252000000000	265000000000	p	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	252000000000	265000000000	p	Radio Astronomy	
US	Non-Federal-Government	252000000000	265000000000	p	Radionavigation	
US	Non-Federal-Government	252000000000	265000000000	p	Radionavigation-Satellite	
US	Non-Federal-Government	265000000000	275000000000		-	5.563A,US342
US	Non-Federal-Government	265000000000	275000000000	p	Fixed	
US	Non-Federal-Government	265000000000	275000000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	265000000000	275000000000	p	Mobile	
US	Non-Federal-Government	265000000000	275000000000	p	Radio Astronomy	
US	Non-Federal-Government	275000000000	1000000000000		-	5.565
